Place name,Total Score,Street,City,State,Country Code,Website,Phone,Categories,URL,Category Name,Demo Website URL
Idukki Gold Restaurant,4.3,behind Safa Express Supermarket,,Abu Dhabi,AE,,+971 2 626 6500,Family restaurant,https://www.google.com/maps/search/?api=1&query=Idukki%20Gold%20Restaurant&query_place_id=ChIJx9OHneVnXj4RQ973uOyfaUI,Family restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/idukki-gold-restaurant.html
lurk coffee shop,5.0,8JX8+MQ3,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=lurk%20coffee%20shop&query_place_id=ChIJI4zCGQA3Xj4RlE_lKapjJ9o,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/lurk-coffee-shop.html
Mirage Island restaurant & Coffee Shop,4.5,207 Hamdan Bin Mohammed St,,Abu Dhabi,AE,,+971 50 602 9813,"Coffee shop, Breakfast restaurant, Cafe, Co-working Space, Diner, Family restaurant, Shisha bar, Lebanese restaurant, Lunch restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=Mirage%20Island%20restaurant%20%26%20Coffee%20Shop&query_place_id=ChIJf3xUYQBnXj4RT9JzlKwKp_Y,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/mirage-island-restaurant-coffee-shop.html
Location Coffee لوكيشن كوفي,4.7,Sultan Bin Zayed The First St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Location%20Coffee%20%D9%84%D9%88%D9%83%D9%8A%D8%B4%D9%86%20%D9%83%D9%88%D9%81%D9%8A&query_place_id=ChIJCav5RaRnXj4RGsvQTp8DDb0,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/location-coffee.html
AlGarb Gate Coffee Shop,5.0,11 Hakeem Bin Hizam St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=AlGarb%20Gate%20Coffee%20Shop&query_place_id=ChIJ1wGLJLs5Xj4R4cB8dLxhUt0,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/algarb-gate-coffee-shop.html
Rain Yas Mall,4.8,,,Abu Dhabi,AE,,+971 2 583 7111,"Coffee shop, Cafe",https://www.google.com/maps/search/?api=1&query=Rain%20Yas%20Mall&query_place_id=ChIJ6-q0iCZFXj4RrlckrHUhneE,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/rain-yas-mall.html
Argelh Coffee shop,5.0,88 Shiʹbat Saʹd St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Argelh%20Coffee%20shop&query_place_id=ChIJh4ceOgA5Xj4RL7HqxbsNwQY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/argelh-coffee-shop.html
Al Diwan Coffee Shop,5.0,G93G+855,,Abu Dhabi,AE,,+971 2 676 0288,"Coffee shop, Cafe",https://www.google.com/maps/search/?api=1&query=Al%20Diwan%20Coffee%20Shop&query_place_id=ChIJqyF2XfZmXj4Rqz5-cCR1Vuw,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/al-diwan-coffee-shop.html
Burbish coffee shop بربيش كوفي شوب,4.1,718 Sheikh Zayed Bin Sultan St,,Abu Dhabi,AE,,+971 50 121 2460,Coffee shop,https://www.google.com/maps/search/?api=1&query=Burbish%20coffee%20shop%20%D8%A8%D8%B1%D8%A8%D9%8A%D8%B4%20%D9%83%D9%88%D9%81%D9%8A%20%D8%B4%D9%88%D8%A8&query_place_id=ChIJ2z4SA-NnXj4RT8LLPpy7PSc,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/burbish-coffee-shop.html
Mamafri Abu Dhabi,4.6,Sheikha fatima Park - 38 Al Mawatheeq St,,Abu Dhabi,AE,,+971 2 666 3312,"Asian restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=Mamafri%20Abu%20Dhabi&query_place_id=ChIJxWzFUBVlXj4RYuvPMM6dGaw,Asian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/mamafri-abu-dhabi.html
Vallavan Restaurant,4.3,Park - behind MBZ,,Abu Dhabi,AE,,+971 54 286 8346,"Indian restaurant, South Indian restaurant",https://www.google.com/maps/search/?api=1&query=Vallavan%20Restaurant&query_place_id=ChIJYeKx74k5Xj4RpP86MkOMZxc,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/vallavan-restaurant.html
Grandma's Secret Restaurant,4.4,Sheikh Zayed Bin Sultan St - behind ADCB Bank - Al,,Abu Dhabi,AE,,+971 52 456 2889,"Vegetarian restaurant, Indian restaurant, North Indian restaurant, South Indian restaurant",https://www.google.com/maps/search/?api=1&query=Grandma's%20Secret%20Restaurant&query_place_id=ChIJlwg8wP5nXj4RijODkAnCMBo,Vegetarian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/grandmas-secret-restaurant.html
The Square Bistro Restaurant,4.3,Mubarak Bin Mohammed St,,Abu Dhabi,AE,,+971 2 444 6696,"Korean restaurant, Continental restaurant, Japanese restaurant",https://www.google.com/maps/search/?api=1&query=The%20Square%20Bistro%20Restaurant&query_place_id=ChIJI2-vAw1nXj4RDLgN9gTUZIk,Korean restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/the-square-bistro-restaurant.html
Malay Asian Restaurant,4.4,102 Humaid Alhasm Al Rumaithi St,,Abu Dhabi,AE,,+971 50 511 3165,"Malaysian restaurant, Asian restaurant, Buffet restaurant, Thai restaurant",https://www.google.com/maps/search/?api=1&query=Malay%20Asian%20Restaurant&query_place_id=ChIJPfExX8RnXj4RbCe6MvMqFvE,Malaysian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/malay-asian-restaurant.html
Rahmath Calicut Restaurant Al Wahda Branch,3.9,Near with Al Wahda Mall - Airport Rd,,Abu Dhabi,AE,,+971 50 280 3839,"Kerala restaurant, Indian restaurant, South Indian restaurant",https://www.google.com/maps/search/?api=1&query=Rahmath%20Calicut%20Restaurant%20Al%20Wahda%20Branch&query_place_id=ChIJRzYXnqtnXj4RdFbQz8ss2WM,Kerala restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/rahmath-calicut-restaurant-al-wahda-branch.html
Casa Goa Restaurant & bar,4.0,,,Abu Dhabi,AE,,+971 55 208 0583,"Indian restaurant, Goan restaurant, Indian sizzler restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=Casa%20Goa%20Restaurant%20%26%20bar&query_place_id=ChIJ6fulY_VmXj4RGqHfPOx75lg,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/casa-goa-restaurant-bar.html
Gujarat Restaurant & Sweets,4.0,near The Model School,,Abu Dhabi,AE,,+971 2 556 6013,Gujarati restaurant,https://www.google.com/maps/search/?api=1&query=Gujarat%20Restaurant%20%26%20Sweets&query_place_id=ChIJCd1w5Lg4Xj4R0PpDf_CxMxs,Gujarati restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/gujarat-restaurant-sweets.html
BBC RESTAURANT SALAM STREET,4.0,14 - 20 Al Khabiyah St,,Abu Dhabi,AE,,+971 50 988 0313,Family restaurant,https://www.google.com/maps/search/?api=1&query=BBC%20RESTAURANT%20SALAM%20STREET&query_place_id=ChIJvZRguYlnXj4RNLhfphxpx0Y,Family restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/bbc-restaurant-salam-street.html
Evergreen Restaurant (Electra Branch),4.1,Zayed The First St,,Abu Dhabi,AE,,+971 2 676 7361,Restaurant,https://www.google.com/maps/search/?api=1&query=Evergreen%20Restaurant%20(Electra%20Branch)&query_place_id=ChIJ_zKUG_BnXj4RSwNODpq-4J0,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/evergreen-restaurant-electra-branch.html
Mannat Hyderabad Restaurant,4.5,Khalidiyah Street - opposite Arab Bank,,Abu Dhabi,AE,,+971 2 667 1992,"Indian restaurant, Biryani restaurant, Hyderabadi restaurant, Delivery Restaurant, Non vegetarian restaurant, North Indian restaurant",https://www.google.com/maps/search/?api=1&query=Mannat%20Hyderabad%20Restaurant&query_place_id=ChIJGzlAlSpnXj4RQ3RXHMPuH-0,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/mannat-hyderabad-restaurant.html
Vazhiyoram Restaurant Shabiya M10,3.6,,,Abu Dhabi,AE,,+971 2 557 8848,"Restaurant, Family restaurant",https://www.google.com/maps/search/?api=1&query=Vazhiyoram%20Restaurant%20Shabiya%20M10&query_place_id=ChIJf3G_kM05Xj4RsrQ1knZwHgo,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/vazhiyoram-restaurant-shabiya-m10.html
Golconda Royal Restaurant MBZ City Abu Dhabi,4.0,"Shop#4, Building#87, 51 Street - 51st Street - near UAE Exchange",,Abu Dhabi,AE,,+971 55 989 1792,Restaurant,https://www.google.com/maps/search/?api=1&query=Golconda%20Royal%20Restaurant%20MBZ%20City%20Abu%20Dhabi&query_place_id=ChIJZxKMXTA5Xj4RLnQk8C1-PJ4,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/golconda-royal-restaurant-mbz-city-abu-dhabi.html
Nada Bloom Coffee shop,5.0,8 Al ʹArad St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Nada%20Bloom%20Coffee%20shop&query_place_id=ChIJO3c3SwA5Xj4RchUjkqYTlH0,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/nada-bloom-coffee-shop.html
Coffee skay Shop,3.9,Oriental Hotel Appartments Al Zahia 14th floor - Zayed The First St,,Abu Dhabi,AE,,+971 50 377 9560,"Coffee shop, Restaurant",https://www.google.com/maps/search/?api=1&query=Coffee%20skay%20Shop&query_place_id=ChIJUdx2HjxnXj4RBG1GJp42liY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/coffee-skay-shop.html
IL Caffé Di Roma_Khalifa City A South_ADNOC Service Station-639,3.9,,,Abu Dhabi,AE,,+971 2 675 2472,Coffee shop,https://www.google.com/maps/search/?api=1&query=IL%20Caff%C3%A9%20Di%20Roma_Khalifa%20City%20A%20South_ADNOC%20Service%20Station-639&query_place_id=ChIJSZUiCEZHXj4RQp9OsmGqjUE,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/il-caff-di-romakhalifa-city-a-southadnoc-service-station-639.html
Caffè Nero,4.3,"1st level, Abu Dhabi Mall",,Abu Dhabi,AE,,+971 2 676 6427,Coffee shop,https://www.google.com/maps/search/?api=1&query=Caff%C3%A8%20Nero&query_place_id=ChIJ0xFtBVFmXj4RYnkkk6gU8oQ,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/caff-nero.html
Al Wardah Al Kadra Coffee shop,5.0,8 Shiʹbat Ath Thiqab St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Al%20Wardah%20Al%20Kadra%20Coffee%20shop&query_place_id=ChIJndWeWwA5Xj4RKcLPFk9bXFk,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/al-wardah-al-kadra-coffee-shop.html
Aldafi Coffee shop,5.0,6 Liytaq St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Aldafi%20Coffee%20shop&query_place_id=ChIJgdhoKQA5Xj4RaOv1T-Bf6us,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/aldafi-coffee-shop.html
The High Planet is Coffee shop,5.0,5 الخَوَاتِم,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=The%20High%20Planet%20is%20Coffee%20shop&query_place_id=ChIJqS3XLwA5Xj4RFp9kMcwkjck,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/the-high-planet-is-coffee-shop.html
Radiant Tower Coffee Shop,,8GMJ+MWH,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Radiant%20Tower%20Coffee%20Shop&query_place_id=ChIJ0TcDKwA5Xj4RDyI7dzsUWzo,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/radiant-tower-coffee-shop.html
Diana Coffee Shop,4.0,F97J+R4R - Delma Street (Street # 13,,Abu Dhabi,AE,,+971 2 446 6462,Coffee shop,https://www.google.com/maps/search/?api=1&query=Diana%20Coffee%20Shop&query_place_id=ChIJqwkZkChmXj4RIx98NNNtjAk,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/diana-coffee-shop.html
Mexico ​Coffee shop,5.0,8GJP+V9Q,,Abu Dhabi,AE,,+971 54 746 4808,Coffee shop,https://www.google.com/maps/search/?api=1&query=Mexico%20%E2%80%8BCoffee%20shop&query_place_id=ChIJzQvlfgA5Xj4RXxaLFoz1Z3Q,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/mexico-coffee-shop.html
Len Caffee Coffee shop,5.0,19 An Nahadah St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Len%20Caffee%20Coffee%20shop&query_place_id=ChIJT-kvIwA5Xj4R2yvYwso-iBY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/len-caffee-coffee-shop.html
Al Hermala Coffee shop,5.0,9 Al Ghumamah St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Al%20Hermala%20Coffee%20shop&query_place_id=ChIJ6xE1SQA5Xj4RxEpnqB1bjUk,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/al-hermala-coffee-shop.html
Tamil Chat Cafeteria and Restaurants,4.1,,,Abu Dhabi,AE,,+971 2 626 7700,Indian restaurant,https://www.google.com/maps/search/?api=1&query=Tamil%20Chat%20Cafeteria%20and%20Restaurants&query_place_id=ChIJFbmrtmdmXj4R0LTv9Xpr5PI,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/tamil-chat-cafeteria-and-restaurants.html
Kabayan Cuisine Restaurant,4.4,Hamdan Bin Mohammed St,,Abu Dhabi,AE,,+971 50 639 9449,Asian restaurant,https://www.google.com/maps/search/?api=1&query=Kabayan%20Cuisine%20Restaurant&query_place_id=ChIJS9GdmAhnXj4RoGIWkfDSmCw,Asian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/kabayan-cuisine-restaurant.html
Montreal Dot Com Restaurant,4.3,,,Abu Dhabi,AE,,+971 58 597 1486,"Asian restaurant, Caterer, Chinese restaurant, Filipino restaurant, Japanese restaurant",https://www.google.com/maps/search/?api=1&query=Montreal%20Dot%20Com%20Restaurant&query_place_id=ChIJK4wpbApmXj4RWw4R3EdHvgA,Asian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/montreal-dot-com-restaurant.html
Punjab Highway Restaurant & Catering Services,4.2,8 شارع أم الدَّلَخ,,Abu Dhabi,AE,,+971 2 641 1165,"Restaurant, Catering food and drink supplier, Caterer, Indian restaurant, North Indian restaurant, Punjabi restaurant",https://www.google.com/maps/search/?api=1&query=Punjab%20Highway%20Restaurant%20%26%20Catering%20Services&query_place_id=ChIJJY2TehRnXj4RjUJC16-23EA,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/punjab-highway-restaurant-catering-services.html
Halais Restaurant Abu Dhabi,3.9,"big mart building,, Salam Street - Between Hamdan Electra Street",,Abu Dhabi,AE,,+971 2 673 7854,Restaurant,https://www.google.com/maps/search/?api=1&query=Halais%20Restaurant%20Abu%20Dhabi&query_place_id=ChIJ53fr-1tmXj4RYkCCYZwgWCM,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/halais-restaurant-abu-dhabi.html
La Piazza Restaurant,4.5,"First Floor, Holiday Inn Abu Dhabi Downtown Zayed The First Road",,Abu Dhabi,AE,,+971 2 615 6666,"Restaurant, Buffet restaurant",https://www.google.com/maps/search/?api=1&query=La%20Piazza%20Restaurant&query_place_id=ChIJW1BYB2hmXj4RJmUW3gJ5dKQ,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/la-piazza-restaurant.html
Payyannur Restaurant,4.2,98 Shiʹbat Saʹd St,,Abu Dhabi,AE,,+971 2 583 3004,"Family restaurant, Kerala restaurant",https://www.google.com/maps/search/?api=1&query=Payyannur%20Restaurant&query_place_id=ChIJRbeypaA5Xj4RDpIycl63It0,Family restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/payyannur-restaurant.html
Good Burger Restaurant Tourist Club Area,4.0,1 Al Shabhan Street,,Abu Dhabi,AE,,+971 2 444 2484,Restaurant,https://www.google.com/maps/search/?api=1&query=Good%20Burger%20Restaurant%20Tourist%20Club%20Area&query_place_id=ChIJRaSdMg5nXj4RTIgLgpPhhMY,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/good-burger-restaurant-tourist-club-area.html
Empire Mangalore Restaurant,4.2,102 شارع المَيَّاني,,Abu Dhabi,AE,,+971 56 315 2755,"Indian restaurant, Grill, Barbecue restaurant, Biryani restaurant, Breakfast restaurant, Chinese restaurant, Fish restaurant, Shawarma restaurant, South Indian restaurant",https://www.google.com/maps/search/?api=1&query=Empire%20Mangalore%20Restaurant&query_place_id=ChIJ0Vuv0aZnXj4RaJRNF6OXV4A,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/empire-mangalore-restaurant.html
Maharani Dawat | Naivedyam,4.2,Bin Moosa Building - An Nour St,,Abu Dhabi,AE,,+971 58 580 8400,Indian takeaway,https://www.google.com/maps/search/?api=1&query=Maharani%20Dawat%20%7C%20Naivedyam&query_place_id=ChIJizQAEHJnXj4RLun7tyCCrjE,Indian takeaway,https://abdulbaasithere.github.io/cafe-leads-demo/maharani-dawat-naivedyam.html
Desi House Restaurant,3.8,26 الدُّوج,,Abu Dhabi,AE,,+971 2 575 9898,Asian restaurant,https://www.google.com/maps/search/?api=1&query=Desi%20House%20Restaurant&query_place_id=ChIJkzWg2iNnXj4RBAi8fnwj1V4,Asian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/desi-house-restaurant.html
Foodi Restaurant,3.8,,,Abu Dhabi,AE,,+971 2 440 2341,Pakistani restaurant,https://www.google.com/maps/search/?api=1&query=Foodi%20Restaurant&query_place_id=ChIJp1cM_mtnXj4RvvLOJ97OZFU,Pakistani restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/foodi-restaurant.html
Sweets and Restaurants Murree,4.1,5 Al Suhub St,,Abu Dhabi,AE,,+971 2 553 1633,"Restaurant, Bakery",https://www.google.com/maps/search/?api=1&query=Sweets%20and%20Restaurants%20Murree&query_place_id=ChIJxTUndbs4Xj4R1SAcKw0ktkE,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/sweets-and-restaurants-murree.html
Nalukettu Restaurant,4.0,"Al Ain Palace Hotel, Cornice Area",,Abu Dhabi,AE,,+971 50 368 1368,Indian restaurant,https://www.google.com/maps/search/?api=1&query=Nalukettu%20Restaurant&query_place_id=ChIJb5bVKldmXj4RiVBgMzrtNOg,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/nalukettu-restaurant.html
Lahore Zaiqa Restaurant,3.9,,,Abu Dhabi,AE,,+971 56 655 0353,Pakistani restaurant,https://www.google.com/maps/search/?api=1&query=Lahore%20Zaiqa%20Restaurant&query_place_id=ChIJd9D74rdnXj4Ra90aPeGQEpQ,Pakistani restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/lahore-zaiqa-restaurant.html
Marigold Restaurant,4.0,F9WH+JVM Zayed 2nd Street (Electra Road,,Abu Dhabi,AE,,+971 2 645 6000,Restaurant,https://www.google.com/maps/search/?api=1&query=Marigold%20Restaurant&query_place_id=ChIJAdVjqFBmXj4Rn0lm-c9COTk,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/marigold-restaurant.html
The Cone Zone Restaurant مطعم دى كون زون,3.7,,,Abu Dhabi,AE,,+971 52 966 8939,"Asian restaurant, Arab restaurant",https://www.google.com/maps/search/?api=1&query=The%20Cone%20Zone%20Restaurant%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%AF%D9%89%20%D9%83%D9%88%D9%86%20%D8%B2%D9%88%D9%86&query_place_id=ChIJfZKFe4dGXj4RKGpuGNaUf2w,Asian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/the-cone-zone-restaurant.html
Fresh Palace Kanjikada Baniyas | Kerala Restaurants | indian food,4.1,120 Al Qadah St,,Abu Dhabi,AE,,+971 58 668 7000,Restaurant,https://www.google.com/maps/search/?api=1&query=Fresh%20Palace%20Kanjikada%20Baniyas%20%7C%20Kerala%20Restaurants%20%7C%20indian%20food&query_place_id=ChIJj9tmOJU3Xj4RhhjJJ3nBRgc,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/fresh-palace-kanjikada-baniyas-kerala-restaurants-indian-food.html
Ritaj Restaurant Br. TCA,3.8,Hamdan St,,Abu Dhabi,AE,,+971 2 667 7026,Restaurant,https://www.google.com/maps/search/?api=1&query=Ritaj%20Restaurant%20Br.%20TCA&query_place_id=ChIJ2Z6A4L5nXj4RFXNelGmoAm8,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/ritaj-restaurant-br-tca.html
Parivar Restaurant,4.1,"The Souq Side, Central Market, World Trade Center - Shop 87, 88, 89, 90, 95, 96 Ground Floor - Khalifa Bin Zayed The First St",,Abu Dhabi,AE,,+971 2 667 2666,"Indian restaurant, Asian fusion restaurant, Pakistani restaurant",https://www.google.com/maps/search/?api=1&query=Parivar%20Restaurant&query_place_id=ChIJVQjC7SZmXj4Rj1Ig_fgA9t8,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/parivar-restaurant.html
Kairali Restaurant,4.0,Howard Johnson hotel Howard Johnson hotel - Khalifa Street,,Abu Dhabi,AE,,+971 2 674 3885,Indian restaurant,https://www.google.com/maps/search/?api=1&query=Kairali%20Restaurant&query_place_id=ChIJfwEc72BmXj4R_ha_GpQTg08,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/kairali-restaurant.html
Lemon Lounge Restaurant,3.6,,,Abu Dhabi,AE,,+971 56 610 9731,Restaurant,https://www.google.com/maps/search/?api=1&query=Lemon%20Lounge%20Restaurant&query_place_id=ChIJVZ6JPrtnXj4RKfizdUHAmas,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/lemon-lounge-restaurant.html
Low Fberd Coffee shop,5.0,4 - 14 Riqʹat Hasan St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Low%20Fberd%20Coffee%20shop&query_place_id=ChIJE1jwKQA5Xj4RJxXWZmSz7LE,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/low-fberd-coffee-shop.html
Lilaa Farah Coffee shop,5.0,8GJM+9CP,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Lilaa%20Farah%20Coffee%20shop&query_place_id=ChIJQ7LNFQA5Xj4RlYD89Rw6yrc,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/lilaa-farah-coffee-shop.html
Atheer Ellil Coffee shop,5.0,14 Al Qarhoud St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Atheer%20Ellil%20Coffee%20shop&query_place_id=ChIJX2sxDAA5Xj4RG0BkpXzPqZY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/atheer-ellil-coffee-shop.html
Aljaan Coffee Shop,4.2,14 Dhahar Al Musalla St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Aljaan%20Coffee%20Shop&query_place_id=ChIJSZsKKAA5Xj4RWk2Indso5TA,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/aljaan-coffee-shop.html
Fiore coffee shop,3.0,8GMP+36P,,Abu Dhabi,AE,,+971 2 885 1109,Coffee shop,https://www.google.com/maps/search/?api=1&query=Fiore%20coffee%20shop&query_place_id=ChIJNRVw9ys5Xj4RCe5QOuOJU88,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/fiore-coffee-shop.html
القرن كوفي شوب AlQrn coffee shop,4.5,Ghaleel Al ʹIzaybah St,,Abu Dhabi,AE,,+971 50 231 4239,Coffee shop,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D9%82%D8%B1%D9%86%20%D9%83%D9%88%D9%81%D9%8A%20%D8%B4%D9%88%D8%A8%20AlQrn%20coffee%20shop&query_place_id=ChIJ3_9DjJM3Xj4RYS5xbAOli7Y,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/alqrn-coffee-shop.html
Al Ula ​Coffee shop,4.1,8GMP+3FC,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Al%20Ula%20%E2%80%8BCoffee%20shop&query_place_id=ChIJt0qaRAA5Xj4RSjFN-iTnZwk,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/al-ula-coffee-shop.html
Caffè Nero,4.1,,,Abu Dhabi,AE,,+971 2 443 0971,"Coffee shop, Cafe",https://www.google.com/maps/search/?api=1&query=Caff%C3%A8%20Nero&query_place_id=ChIJvWrWC9JnXj4RB3Kc4-Oc-yg,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/caff-nero-138.html
Bersi Coffee Shop,,203 Tawi As Sibayʹi St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Bersi%20Coffee%20Shop&query_place_id=ChIJQaW2fAA3Xj4RtltmS67A_gY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/bersi-coffee-shop.html
كافيتريا محارة البحر | Seashell Restaurant,3.7,Zayed 1st Street - Khalidiyah St,,Abu Dhabi,AE,,+971 2 621 5234,Restaurant,https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A7%D9%81%D9%8A%D8%AA%D8%B1%D9%8A%D8%A7%20%D9%85%D8%AD%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%20%7C%20Seashell%20Restaurant&query_place_id=ChIJu8aoAHNmXj4RXXdi6RntAYw,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/seashell-restaurant.html
West Side African Restaurant,4.4,Tanker Mai Off Delma By - Behind ADDC DMC Office. Al Niqa street - Airport Rd,,Abu Dhabi,AE,,+971 54 330 2566,West African restaurant,https://www.google.com/maps/search/?api=1&query=West%20Side%20African%20Restaurant&query_place_id=ChIJ6-N9f9NnXj4R5AuHlM8csL4,West African restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/west-side-african-restaurant.html
Chennai Sky Restaurant,3.7,ME-11,,Abu Dhabi,AE,,+971 2 552 2663,South Indian restaurant,https://www.google.com/maps/search/?api=1&query=Chennai%20Sky%20Restaurant&query_place_id=ChIJuzxxrbo4Xj4R07HJwH0q48c,South Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/chennai-sky-restaurant.html
"JR's Restaurant ""House of Special La Paz Batchoy"" - A Certified SALADMASTER User Restaurant""",4.3,,,Abu Dhabi,AE,,+971 58 661 9831,Filipino restaurant,https://www.google.com/maps/search/?api=1&query=JR's%20Restaurant%20%22House%20of%20Special%20La%20Paz%20Batchoy%22%20-%20A%20Certified%20SALADMASTER%20User%20Restaurant%22&query_place_id=ChIJLVaJbT9mXj4RXsRtsbCer7w,Filipino restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/jrs-restaurant-house-of-special-la-paz-batchoy-a-certified-saladmaster-user-restaurant.html
